resume_text,job_description,match_score,matched_skills,missing_skills,fit_category
"Sanjay is a Data Scientist professional based in Delhi with 7 years of experience. Education: B.Tech in Computer Science. Skills include Pandas, TensorFlow, Scikit-learn, Statistics. Experience includes build predictive models, clean and analyze datasets.","We are hiring a Data Scientist. Required skills: TensorFlow, NumPy, Power BI, Pandas, SQL. Responsibilities include build predictive models, perform statistical analysis, create data visualizations. The role requires approximately 0+ years of relevant experience.",47,"TensorFlow, Pandas","NumPy, Power BI, SQL",No Fit
"Sneha is a Full Stack Developer professional based in Delhi with 3 years of experience. Education: M.Sc. in Data Science. Skills include SQL, Node.js, HTML, React, Git, Python. Experience includes integrate databases, develop frontend components.","We are hiring a Full Stack Developer. Required skills: Docker, CSS, Git, HTML, Node.js, Python. Responsibilities include build responsive web applications, develop frontend components, integrate databases. The role requires approximately 5+ years of relevant experience.",68,"Git, HTML, Node.js, Python","Docker, CSS",Potential Fit
"Ishita is a ML Engineer professional based in Chennai with 0 years of experience. Education: B.E. in Information Technology. Skills include PyTorch, AWS, SQL, FastAPI, Docker. Experience includes deploy models as APIs, prepare training data.","We are hiring a ML Engineer. Required skills: SQL, AWS, FastAPI, Docker, Python. Responsibilities include monitor model performance, develop machine learning pipelines, deploy models as APIs. The role requires approximately 5+ years of relevant experience.",65,"SQL, AWS, FastAPI, Docker",Python,Potential Fit
"Nikhil is a Backend Developer professional based in Mumbai with 7 years of experience. Education: M.Tech in Artificial Intelligence. Skills include REST API, Unit Testing, Java, Python, Git. Experience includes design APIs, implement authentication.","We are hiring a Backend Developer. Required skills: Python, Java, Unit Testing, Redis, SQL. Responsibilities include implement authentication, optimize database queries, design APIs. The role requires approximately 4+ years of relevant experience.",67,"Python, Java, Unit Testing","Redis, SQL",Potential Fit
"Arjun is a Python Developer professional based in Mysuru with 1 years of experience. Education: MCA. Skills include FastAPI, SQL, Git, PostgreSQL, Docker, Django, Unit Testing, REST API. Experience includes integrate databases, design REST APIs.","We are hiring a Python Developer. Required skills: Flask, Docker, Python, Git, SQL, Django. Responsibilities include develop backend services, integrate databases, design REST APIs. The role requires approximately 1+ years of relevant experience.",70,"Docker, Git, SQL, Django","Flask, Python",Potential Fit
"Rahul is a Cloud Engineer professional based in Chennai with 7 years of experience. Education: M.Tech in Artificial Intelligence. Skills include Python, Docker, Azure. Experience includes automate deployments, configure containerized services.","We are hiring a Cloud Engineer. Required skills: Docker, Networking, Linux, Kubernetes, Git, Python, CI/CD. Responsibilities include configure containerized services, automate deployments, monitor systems. The role requires approximately 2+ years of relevant experience.",38,"Docker, Python","Networking, Linux, Kubernetes, Git, CI/CD",No Fit
"Sanjay is a Cloud Engineer professional based in Kochi with 1 years of experience. Education: B.Sc. in Computer Science. Skills include Terraform, Git, CI/CD, Kubernetes. Experience includes monitor systems, automate deployments.","We are hiring a Cloud Engineer. Required skills: Python, Kubernetes, Networking, AWS, Git, Docker, Terraform. Responsibilities include automate deployments, manage cloud infrastructure, configure containerized services. The role requires approximately 0+ years of relevant experience.",54,"Kubernetes, Git, Terraform","Python, Networking, AWS, Docker",Potential Fit
"Ananya is a Data Scientist professional based in Noida with 0 years of experience. Education: B.Sc. in Computer Science. Skills include Statistics, SQL, Power BI. Experience includes create data visualizations, build predictive models.","We are hiring a Data Scientist. Required skills: Matplotlib, Pandas, Python, Machine Learning, TensorFlow, Statistics, NumPy, Power BI. Responsibilities include clean and analyze datasets, perform statistical analysis, create data visualizations. The role requires approximately 5+ years of relevant experience.",21,"Statistics, Power BI","Matplotlib, Pandas, Python, Machine Learning, TensorFlow, NumPy",No Fit
"Aarav is a Data Scientist professional based in Kochi with 3 years of experience. Education: MCA. Skills include Matplotlib, Power BI. Experience includes clean and analyze datasets, create data visualizations.","We are hiring a Data Scientist. Required skills: SQL, Scikit-learn, Pandas, Statistics, Machine Learning, Power BI. Responsibilities include build predictive models, create data visualizations, perform statistical analysis. The role requires approximately 2+ years of relevant experience.",28,Power BI,"SQL, Scikit-learn, Pandas, Statistics, Machine Learning",No Fit
"Rohit is a Python Developer professional based in Chennai with 4 years of experience. Education: M.Sc. in Data Science. Skills include Docker, REST API, Unit Testing, Flask, SQL. Experience includes design REST APIs, integrate databases.","We are hiring a Python Developer. Required skills: Unit Testing, Django, SQL, Python, PostgreSQL, Flask, FastAPI, Docker. Responsibilities include develop backend services, integrate databases, write Python code. The role requires approximately 0+ years of relevant experience.",59,"Unit Testing, SQL, Flask, Docker","Django, Python, PostgreSQL, FastAPI",Potential Fit
"Kiran is a Backend Developer professional based in Mumbai with 3 years of experience. Education: B.E. in Information Technology. Skills include SQL, Unit Testing, Git, PostgreSQL, Redis. Experience includes develop scalable backend services, design APIs.","We are hiring a Backend Developer. Required skills: Spring Boot, SQL, Redis, Python, REST API, Unit Testing, PostgreSQL. Responsibilities include optimize database queries, develop scalable backend services, implement authentication. The role requires approximately 1+ years of relevant experience.",64,"SQL, Redis, Unit Testing, PostgreSQL","Spring Boot, Python, REST API",Potential Fit
"Aditya is a Data Analyst professional based in Kochi with 0 years of experience. Education: M.Sc. in Data Science. Skills include Data Visualization, Python, Matplotlib, Excel, Power BI, Pandas, Data Cleaning. Experience includes analyze business data, build dashboards.","We are hiring a Data Analyst. Required skills: Python, Matplotlib, SQL, Pandas, Data Cleaning. Responsibilities include identify trends, write SQL queries, analyze business data. The role requires approximately 1+ years of relevant experience.",66,"Python, Matplotlib, Pandas, Data Cleaning",SQL,Potential Fit
"Sneha is a Backend Developer professional based in Mumbai with 8 years of experience. Education: B.Sc. in Computer Science. Skills include Git, Redis, Python, Unit Testing, REST API. Experience includes design APIs, optimize database queries.","We are hiring a Backend Developer. Required skills: REST API, Spring Boot, Java, Git, PostgreSQL. Responsibilities include optimize database queries, design APIs, implement authentication. The role requires approximately 2+ years of relevant experience.",47,"REST API, Git","Spring Boot, Java, PostgreSQL",No Fit
"Aditya is a Backend Developer professional based in Delhi with 5 years of experience. Education: B.Tech in Computer Science. Skills include PostgreSQL, Redis, Java, REST API, Unit Testing. Experience includes optimize database queries, design APIs.","We are hiring a Backend Developer. Required skills: Git, Docker, Python, Spring Boot, Java, Redis, SQL, Unit Testing. Responsibilities include optimize database queries, implement authentication, design APIs. The role requires approximately 2+ years of relevant experience.",50,"Java, Redis, Unit Testing","Git, Docker, Python, Spring Boot, SQL",Potential Fit
"Arjun is a Data Scientist professional based in Pune with 7 years of experience. Education: B.Sc. in Computer Science. Skills include Power BI, Python, Matplotlib, Machine Learning. Experience includes create data visualizations, clean and analyze datasets.","We are hiring a Data Scientist. Required skills: Matplotlib, Statistics, Machine Learning, Python, Power BI. Responsibilities include perform statistical analysis, build predictive models, clean and analyze datasets. The role requires approximately 1+ years of relevant experience.",80,"Matplotlib, Machine Learning, Python, Power BI",Statistics,Good Fit
"Meera is a Backend Developer professional based in Kochi with 2 years of experience. Education: MCA. Skills include Git, Docker, Python, Unit Testing. Experience includes develop scalable backend services, design APIs.","We are hiring a Backend Developer. Required skills: REST API, Docker, Unit Testing, Python, Spring Boot, Git. Responsibilities include design APIs, develop scalable backend services, implement authentication. The role requires approximately 1+ years of relevant experience.",75,"Docker, Unit Testing, Python, Git","REST API, Spring Boot",Good Fit
